text_left,corpus,collection,hit_text,last_index,text_right,docpid,end_time,begin_time,hit_pos,hit_phonetic,first_index,hit_lemma
moet toepassen en waar mensen,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1111,uh in moeten trekken die,fn000076,00:06:50.221,00:06:50.130,"LID(bep,stan,evon)",@t,1111,het
trekken die dat willen .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1120,basisniveau waar ik het over,fn000076,00:06:52.276,00:06:52.114,"LID(bep,stan,evon)",@t,1120,het
. het basisniveau waar ik,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1124,over heb dat is toch,fn000076,00:06:53.484,00:06:53.362,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1124,het
z'n algemeenheid ondersteunt dan moet,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1147,kunnen maar ik heb al,fn000076,00:06:59.733,00:06:59.611,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1147,het
d'r zijn basisvoorwaarden . of,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1160,iets te maken heeft met,fn000076,00:07:02.872,00:07:02.771,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1160,het
de muren staat dan kan,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1182,voor mijn part een heel,fn000076,00:07:06.854,00:07:06.728,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1182,het
bouwkundige situatie als de mensen,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1193,vermoeden hebben dat het iets,fn000076,00:07:09.580,00:07:09.500,"LID(bep,stan,evon)",@t,1193,het
mensen het vermoeden hebben dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1197,iets te maken heeft met,fn000076,00:07:10.817,00:07:10.756,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1197,het
dat niveau zit uh zit,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1222,zit het uh ik denk,fn000076,00:07:17.011,00:07:16.868,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1222,het
zit uh zit het zit,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1224,uh ik denk dat ik,fn000076,00:07:17.559,00:07:17.295,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1224,het
Gouw en ik werk voor,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1248,uh KAN . uhm wat,fn000076,00:07:29.720,00:07:29.639,"LID(bep,stan,evon)",@t,1248,het
ik heel opvallend vond tijdens,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1259,symposium uh over de duurzame,fn000076,00:07:33.327,00:07:33.166,"LID(bep,stan,evon)",@t,1259,het
je hebt de inhoud van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1286,plan h&egrave; de prachtige tekeningen,fn000076,00:07:41.497,00:07:41.386,"LID(bep,stan,evon)",@t,1286,het
plan h&egrave; de prachtige tekeningen,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1292,het toekomstige eindbeeld en je,fn000076,00:07:43.107,00:07:42.959,"LID(bep,stan,evon)",@t,1292,het
h&egrave; de prachtige tekeningen het,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1293,toekomstige eindbeeld en je hebt,fn000076,00:07:43.430,00:07:43.258,"LID(bep,stan,evon)",@t,1293,het
eindbeeld en je hebt daarnaast,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1300,proces de gebruiker die uhm,fn000076,00:07:46.657,00:07:46.556,"LID(bep,stan,evon)",@t,1300,het
gaandeweg moet moet ontdekken wat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1311,betekent om op een uh,fn000076,00:07:51.063,00:07:50.982,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1311,het
die bewoners blijft en op,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1464,moment kijk op 't moment,fn000076,00:08:39.340,00:08:39.278,"LID(bep,stan,evon)",@t,1464,het
tien elf twaalfduizend woningen met,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1505,bijbehorende aantal inwoners dan heb,fn000076,00:08:51.052,00:08:50.931,"LID(bep,stan,evon)",@t,1505,het
en herstellijn en we maken,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1558,mee dat mensen op een,fn000076,00:09:07.440,00:09:07.329,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1558,het
bel- en herstellijn bellen omdat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1590,tuintje niet geharkt is op,fn000076,00:09:15.895,00:09:15.713,"LID(bep,stan,evon)",@t,1590,het
bent . nou als vanuit,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1613,water ik praat eventjes over,fn000076,00:09:21.010,00:09:20.908,"LID(bep,stan,evon)",@t,1613,het
water ik praat eventjes over,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1619,toch even dat water daar,fn000076,00:09:22.899,00:09:22.586,"LID(bep,stan,evon)",@%t,1619,het
naar de mensen toe met,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1656,groenplan en groen en water,fn000076,00:09:32.143,00:09:32.032,"LID(bep,stan,evon)",@t,1656,het
wordt de mensen zo zit,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1687,buurtgroen in elkaar en er,fn000076,00:09:38.940,00:09:38.819,"LID(bep,stan,evon)",@t,1687,het
en ze krijgen woningen waar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1742,formeel is de knoop nog,fn000076,00:09:56.094,00:09:55.963,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1742,het
en andere belanghebbenden meeneemt in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1870,uh planproces en je begint,fn000076,00:10:36.971,00:10:36.805,"LID(bep,stan,evon)",@t,1870,het
je begint eigenlijk al met,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1879,signaleren van uhm nou wat,fn000076,00:10:39.984,00:10:39.852,"LID(bep,stan,evon)",@t,1879,het
richting ga je dan als,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1928,ware de oplossingen zoeken ?,fn000076,00:10:55.755,00:10:55.644,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1928,het
dan een eindmodel en vanuit,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1981,eindmodel ga je gewoon weer,fn000076,00:11:12.862,00:11:12.711,"LID(bep,stan,evon)",@t,1981,het
toe . met andere woorden,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1997,proces is ontzettend belangrijk dan,fn000076,00:11:17.156,00:11:17.096,"LID(bep,stan,evon)",@t,1997,het
ontzettend belangrijk dan nog is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2005,zo dat je natuurlijk maar,fn000076,00:11:20.227,00:11:20.116,"VNW(pers,pron,stan,red,3,ev,onz)",@t,2005,het
groep uh bereikt je kan,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2018,uh nooit al nu hebben,fn000076,00:11:24.291,00:11:24.066,"VNW(pers,pron,stan,red,3,ev,onz)",@t,2018,het
uh . hoe lang duurt,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2101,voordat men uhm dat zichzelf,fn000076,00:11:52.145,00:11:51.984,"VNW(pers,pron,stan,red,3,ev,onz)",@t,2101,het
nog maar twintig procent van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2146,uh energiegebruik hebt uh ten,fn000076,00:12:05.811,00:12:05.588,"LID(bep,stan,evon)",@t,2146,het
volgens de uh quota van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2302,KAN of normstellingen van het,fn000076,00:13:05.212,00:13:05.091,"LID(bep,stan,evon)",@t,2302,het
het KAN of normstellingen van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2307,KAN . als we 't,fn000076,00:13:06.839,00:13:06.713,"LID(bep,stan,evon)",@t,2307,het
over duurzaamheid dan hebben we,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2320,over de kwaliteit van de,fn000076,00:13:10.250,00:13:10.199,"VNW(pers,pron,stan,red,3,ev,onz)",@t,2320,het
goed of de normstelling van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2350,KAN niet goed ? ieder,fn000076,00:13:18.773,00:13:18.652,"LID(bep,stan,evon)",@t,2350,het
nou uhm ik denk toch,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2373,laatste dat zeg ik maar,fn000076,00:13:28.169,00:13:28.057,"LID(bep,stan,evon)",@t,2373,het
maar ik uh ik zal,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2384,uh op een andere manier,fn000076,00:13:31.957,00:13:31.715,"VNW(pers,pron,stan,red,3,ev,onz)",@t,2384,het
kanttekening bij ? hij kan,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2669,vak v hij kan het,fn000076,00:15:14.013,00:15:13.841,"LID(bep,stan,evon)",@t,2669,het
het vak v hij kan,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2674,vak van politicus bijna in,fn000076,00:15:15.427,00:15:15.326,"LID(bep,stan,evon)",@t,2674,het
dames en heren ik wou,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2691,uh voor dit moment even,fn000076,00:15:22.687,00:15:22.544,"VNW(pers,pron,stan,red,3,ev,onz)",@t,2691,het
voor vier weer terug om,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,2727,programma weer op te pakken,fn000076,00:15:36.090,00:15:35.989,"LID(bep,stan,evon)",@t,2727,het
uh is vanwege de tijd,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,55,acceptatie in het proces de,fn000079,00:00:24.415,00:00:24.264,"LID(bep,stan,evon)",@t,55,het
de tijd het acceptatie in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,58,proces de proceskant er een,fn000079,00:00:25.480,00:00:25.368,"LID(bep,stan,evon)",@t,58,het
vraag is eigenlijk uhm of,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,126,dan nog wel strikt noodzakelijk,fn000079,00:00:49.709,00:00:49.598,"VNW(pers,pron,stan,red,3,ev,onz)",@d,126,het
sterker nog ik denk dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,250,geld haast op moet leveren,fn000079,00:01:38.416,00:01:38.325,"LID(bep,stan,evon)",@t,250,het
op moet leveren als ik,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,258,zo uh bekijk . dus,fn000079,00:01:40.113,00:01:39.992,"VNW(pers,pron,stan,red,3,ev,onz)",@t,258,het
oost-westori&euml;ntatie . uh ik ben,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,292,helemaal met u eens uh,fn000079,00:01:54.942,00:01:54.851,"VNW(pers,pron,stan,red,3,ev,onz)",@t,292,het
alle beetjes helpen ik bedoel,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,324,is niet zo dat je,fn000079,00:02:02.728,00:02:02.627,"VNW(pers,pron,stan,red,3,ev,onz)",@t,324,het
gaan . ik denk dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,347,een plus-plus-plusverhaal zou moeten zijn,fn000079,00:02:07.388,00:02:07.247,"VNW(pers,pron,stan,red,3,ev,onz)",@t,347,het
wat ik zei ik bedoel,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,361,het consequent zoeken naar uh,fn000079,00:02:11.737,00:02:11.606,"LID(bep,stan,evon)",@t,361,het
ik zei ik bedoel het,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,362,consequent zoeken naar uh uh,fn000079,00:02:11.959,00:02:11.827,"LID(bep,stan,evon)",@t,362,het
is is dat ze door,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,483,maar uh naar beneden schroeven,fn000079,00:02:53.597,00:02:53.446,"LID(bep,stan,evon)",@t,483,het
schroeven van de EPN-norm en,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,493,steeds meer uh uh uh,fn000079,00:02:57.470,00:02:57.369,"LID(bep,stan,evon)",@t,493,het
d'r 's zomers ontstaat .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,532,probleem van uh van het,fn000079,00:03:08.374,00:03:08.284,"LID(bep,stan,evon)",@t,532,het
het probleem van uh van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,537,niet meer 's zomers uhm,fn000079,00:03:09.766,00:03:09.655,"LID(bep,stan,evon)",@t,537,het
energiezuinig is en hij krijgt,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,584,'s winters niet warm hangt,fn000079,00:03:23.791,00:03:23.700,"LID(bep,stan,evon)",@t,584,het
in een woning woont waarin,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,624,'s zomers verschrikkelijk warm wordt,fn000079,00:03:32.970,00:03:32.899,"VNW(pers,pron,stan,red,3,ev,onz)",@t,624,het
voorbeelden van dat uh dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,640,bijna onleefbaar is om in,fn000079,00:03:38.030,00:03:37.939,"VNW(pers,pron,stan,red,3,ev,onz)",@t,640,het
wonen dan denkt ie dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,652,gat in de ozonlaag waarschijnlijk,fn000079,00:03:41.851,00:03:41.740,"LID(bep,stan,evon)",@t,652,het
gat in de ozonlaag waarschijnlijk,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,658,probleem is maar niet zijn,fn000079,00:03:43.014,00:03:42.953,"LID(bep,stan,evon)",@t,658,het
zijn woning en en maar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,668,is wel degelijk een probleem,fn000079,00:03:45.318,00:03:45.238,"VNW(pers,pron,stan,red,3,ev,onz)",@t,668,het
niet meer aan . uh,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,702,punt over de over de,fn000079,00:03:53.253,00:03:53.102,"LID(bep,stan,evon)",@t,702,het
warmtepompinstallatie zoals ge&iuml;nstalleerd ongeveer tussen,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,730,vier en het zesvoudige bedraagt,fn000079,00:04:07.798,00:04:07.647,"LID(bep,stan,evon)",@t,730,het
ongeveer tussen het vier en,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,733,zesvoudige bedraagt wat de normale,fn000079,00:04:08.312,00:04:08.202,"LID(bep,stan,evon)",@t,733,het
zien terug te verdienen .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,761,de uh 't het de,fn000079,00:04:17.125,00:04:16.793,"LID(bep,stan,evon)",@d,761,het
. het de uh 't,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,765,de opzet is niet om,fn000079,00:04:17.729,00:04:17.417,"LID(bep,stan,evon)",@%d,765,het
nee dat is niet niet,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,804,uh het doel . doel,fn000079,00:04:29.552,00:04:29.330,"LID(bep,stan,evon)",@t,804,het
is niet niet het uh,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,806,doel . doel is om,fn000079,00:04:30.439,00:04:30.227,"LID(bep,stan,evon)",@%d,806,het
zaken terug te dringen h&egrave;,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,819,gebruik terug te dringen de,fn000079,00:04:33.173,00:04:33.016,"LID(bep,stan,evon)",@t,819,het
denk ik dat uh dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,887,nog in een stadium verkeert,fn000079,00:04:52.982,00:04:52.871,"VNW(pers,pron,stan,red,3,ev,onz)",@t,887,het
in een stadium verkeert waarin,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,894,niet betaalbaar is omdat het,fn000079,00:04:54.425,00:04:54.303,"VNW(pers,pron,stan,red,3,ev,onz)",@t,894,het
het niet betaalbaar is omdat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,899,gewoon gesubsidieerd erbij hoort door,fn000079,00:04:56.030,00:04:55.928,"VNW(pers,pron,stan,red,3,ev,onz)",@t,899,het
want dat is d uh,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,949,doel waarnaar men streeft niet,fn000079,00:05:12.149,00:05:11.978,"LID(bep,stan,evon)",@%d,949,het
voldoen aan aan aan aan,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1114,EBW zonder de Tommel-variant .,fn000079,00:06:26.311,00:06:26.156,"LID(bep,stan,evon)",@t,1114,het
gemeentes en andere instanties aan,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1165,experimenteren ben . die vallen,fn000079,00:06:49.955,00:06:49.834,"LID(bep,stan,evon)",@t,1165,het
uh kom je niet in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1225,hele land tegen maar gemeentes,fn000079,00:07:08.061,00:07:07.971,"LID(bep,stan,evon)",@t,1225,het
Eerebeemd voor hun verhaal en,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1278,beantwoorden van de vragen .,fn000079,00:07:29.360,00:07:29.258,"LID(bep,stan,evon)",@t,1278,het
toekomst van deze regio voor,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1327,jaar tweeduizend twintig bedacht vorm,fn000079,00:07:51.585,00:07:51.473,"LID(bep,stan,evon)",@t,1327,het
zelf er behoefte aan om,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1351,nog even kort in te,fn000079,00:08:04.313,00:08:04.212,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1351,het
verdere toekomst . nu is,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,29,zaak om in ieder geval,fn000115,00:00:09.422,00:00:09.321,"VNW(pers,pron,stan,red,3,ev,onz)",@t,29,het
opleveren dan dan vind ik,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,105,uh niet nodig om daar,fn000115,00:00:34.143,00:00:33.894,"VNW(pers,pron,stan,red,3,ev,onz)",@t,105,het
negatief over te doen .,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,117,is een een een een,fn000115,00:00:36.126,00:00:36.010,"VNW(pers,pron,stan,red,3,ev,onz)",@t,117,het
formidabele inzet uh bij mekaar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,128,is uh ook uit uh,fn000115,00:00:40.422,00:00:40.270,"VNW(pers,pron,stan,red,3,ev,onz)",@t,128,het
mekaar nog veel leren in,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,200,Algemeen Overleg waar u het,fn000115,00:01:02.302,00:01:02.202,"LID(bep,stan,evon)",@t,200,het
het Algemeen Overleg waar u,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,205,over had voorzitter uh .,fn000115,00:01:03.452,00:01:03.331,"VNW(pers,pron,stan,red,3,ev,onz)",@t,205,het
ook optreden . ook naar,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,256,zittende bestand . mevrouw Verburg,fn000115,00:01:16.813,00:01:16.722,"LID(bep,stan,evon)",@t,256,het
Verburg . voorzitter uhm als,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,266,gaat om de sluitende aanpak,fn000115,00:01:21.401,00:01:21.280,"VNW(pers,pron,stan,red,3,ev,onz)",@t,266,het
hebben uhm voor wat betreft,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,309,risico dat de inzet voor,fn000115,00:01:35.318,00:01:35.177,"LID(bep,stan,evon)",@t,309,het
krijgt en u zegt terecht,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,347,voorkomt straks langdurig werkelozen maar,fn000115,00:01:48.890,00:01:48.748,"VNW(pers,pron,stan,red,3,ev,onz)",@t,347,het
uh zeker zullen zorgen dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,636,evenwicht bewaard blijft . maar,fn000115,00:03:09.896,00:03:09.805,"LID(bep,stan,evon)",@t,636,het
van de arbeidskansen ook van,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,750,zittende bestand . mevrouw Noorman,fn000115,00:03:39.268,00:03:39.135,"LID(bep,stan,evon)",@t,750,het
voor bestaand langdurig werkelozen en,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,780,financieel volume daaromheen niet wordt,fn000115,00:03:52.535,00:03:52.233,"LID(bep,stan,evon)",@t,780,het
daaromheen niet wordt benut voor,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,788,nieuwe plan van de sluitende,fn000115,00:03:56.426,00:03:56.194,"LID(bep,stan,evon)",hEt,788,het
uhm . ik denk dat,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,833,echt verstandig is om om,fn000115,00:04:10.959,00:04:10.817,"VNW(pers,pron,stan,red,3,ev,onz)",@t,833,het
ik heb net al gezegd,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,872,is natuurlijk mogelijk en u,fn000115,00:04:21.428,00:04:21.286,"VNW(pers,pron,stan,red,3,ev,onz)",@t,872,het
Noorman en we zijn dankzij,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,950,regeerakkoord in staat om ook,fn000115,00:04:43.320,00:04:43.240,"LID(bep,stan,evon)",@t,950,het
me om principe . en,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,978,principe is dat u net,fn000115,00:04:51.750,00:04:51.644,"LID(bep,stan,evon)",@t,978,het
dat uh de huidige aanpak,CGN,CGN-comp-g_discussions_debates_and_meetings_non-broadcast,het,1100,mogelijk maakt om een grotere,fn000115,00:05:27.871,00:05:27.790,"VNW(pers,pron,stan,red,3,ev,onz)",@t,1100,het
